commodity_key,year,quarter,value,n_months,source
gas-india,2023,4,75.8,3,mockup
gas-india,2024,1,93.3,3,mockup
gas-india,2024,2,87.5,3,mockup
gas-india,2024,3,87.5,3,mockup
gas-india,2024,4,93.3,3,mockup
gas-india,2025,1,99.2,3,mockup
gas-india,2025,2,99.2,3,mockup
gas-india,2025,3,99.2,3,mockup
gas-india,2025,4,105.0,3,mockup
gas-india,2026,1,114.7667,3,mockup
gas-india,2026,2,136.1333,3,mockup
gas-mea,2023,1,100.0,3,mockup
gas-mea,2023,2,100.0,3,mockup
gas-mea,2023,3,100.0,3,mockup
gas-mea,2023,4,100.0,3,mockup
gas-mea,2024,1,100.0,3,mockup
gas-mea,2024,2,100.0,3,mockup
gas-mea,2024,3,100.0,3,mockup
gas-mea,2024,4,100.0,3,mockup
gas-mea,2025,1,125.0,3,mockup
gas-mea,2025,2,125.0,3,mockup
gas-mea,2025,3,125.0,3,mockup
gas-mea,2025,4,125.0,3,mockup
gas-mea,2026,1,158.3333,3,mockup
gas-mea,2026,2,208.3333,3,mockup
gold,2023,1,100.8,3,mockup
gold,2023,2,102.9,3,mockup
gold,2023,3,102.3,3,mockup
gold,2023,4,105.4,3,mockup
gold,2024,1,109.7333,3,mockup
gold,2024,2,123.1667,3,mockup
gold,2024,3,132.7,3,mockup
gold,2024,4,140.8667,3,mockup
gold,2025,1,150.7,3,mockup
gold,2025,2,173.3333,3,mockup
gold,2025,3,181.7667,3,mockup
gold,2025,4,218.6333,3,mockup
gold,2026,1,256.6,3,mockup
gold,2026,2,243.7667,3,mockup
guar-gum,2023,1,99.5,3,mockup
guar-gum,2023,2,98.0,3,mockup
guar-gum,2023,3,96.0,3,mockup
guar-gum,2023,4,89.0,3,mockup
guar-gum,2024,1,81.3333,3,mockup
guar-gum,2024,2,84.3333,3,mockup
guar-gum,2024,3,83.3333,3,mockup
guar-gum,2024,4,79.0,3,mockup
guar-gum,2025,1,83.3333,3,mockup
guar-gum,2025,2,99.1333,3,mockup
guar-gum,2025,3,106.5,3,mockup
guar-gum,2025,4,113.0,3,mockup
guar-gum,2026,1,118.3333,3,mockup
guar-gum,2026,2,121.2333,3,mockup
hdpe-cn,2023,1,100.3,3,mockup
hdpe-cn,2023,2,101.2,3,mockup
hdpe-cn,2023,3,102.1,3,mockup
hdpe-cn,2023,4,102.9,3,mockup
hdpe-cn,2024,1,103.8,3,mockup
hdpe-cn,2024,2,104.7,3,mockup
hdpe-cn,2024,3,104.0,3,mockup
hdpe-cn,2024,4,102.5333,3,mockup
hdpe-cn,2025,1,101.1,3,mockup
hdpe-cn,2025,2,99.6,3,mockup
hdpe-cn,2025,3,96.9333,3,mockup
hdpe-cn,2025,4,93.4,3,mockup
hdpe-cn,2026,1,95.5667,3,mockup
hdpe-cn,2026,2,92.7667,3,mockup
hdpe-eu,2023,1,99.9333,3,mockup
hdpe-eu,2023,2,99.7,3,mockup
hdpe-eu,2023,3,99.5,3,mockup
hdpe-eu,2023,4,99.3,3,mockup
hdpe-eu,2024,1,99.1,3,mockup
hdpe-eu,2024,2,98.8667,3,mockup
hdpe-eu,2024,3,99.4,3,mockup
hdpe-eu,2024,4,100.3333,3,mockup
hdpe-eu,2025,1,101.3,3,mockup
hdpe-eu,2025,2,102.2,3,mockup
hdpe-eu,2025,3,97.0333,3,mockup
hdpe-eu,2025,4,92.0667,3,mockup
hdpe-eu,2026,1,105.2333,3,mockup
hdpe-eu,2026,2,107.3667,3,mockup
hdpe-na,2023,1,102.2,3,mockup
hdpe-na,2023,2,104.6333,3,mockup
hdpe-na,2023,3,98.6333,3,mockup
hdpe-na,2023,4,97.9667,3,mockup
hdpe-na,2024,1,97.8333,3,mockup
hdpe-na,2024,2,98.4333,3,mockup
hdpe-na,2024,3,99.0333,3,mockup
hdpe-na,2024,4,97.6333,3,mockup
hdpe-na,2025,1,98.8667,3,mockup
hdpe-na,2025,2,98.6,3,mockup
hdpe-na,2025,3,96.3,3,mockup
hdpe-na,2025,4,94.0,3,mockup
hdpe-na,2026,1,95.1333,3,mockup
hdpe-na,2026,2,114.5,3,mockup
industrial-chemicals,2023,1,99.3667,3,mockup
industrial-chemicals,2023,2,96.4333,3,mockup
industrial-chemicals,2023,3,92.0,3,mockup
industrial-chemicals,2023,4,91.7333,3,mockup
industrial-chemicals,2024,1,87.9667,3,mockup
industrial-chemicals,2024,2,90.5333,3,mockup
industrial-chemicals,2024,3,92.1333,3,mockup
industrial-chemicals,2024,4,89.0,3,mockup
industrial-chemicals,2025,1,90.4667,3,mockup
industrial-chemicals,2025,2,88.8,3,mockup
industrial-chemicals,2025,3,88.6667,3,mockup
industrial-chemicals,2025,4,87.3333,3,mockup
industrial-chemicals,2026,1,87.8,3,mockup
industrial-chemicals,2026,2,100.1667,3,mockup
iron-ore,2023,1,103.4667,3,mockup
iron-ore,2023,2,90.4,3,mockup
iron-ore,2023,3,92.8,3,mockup
iron-ore,2023,4,100.8,3,mockup
iron-ore,2024,1,98.6667,3,mockup
iron-ore,2024,2,85.6,3,mockup
iron-ore,2024,3,79.2,3,mockup
iron-ore,2024,4,82.9333,3,mockup
iron-ore,2025,1,81.3333,3,mockup
iron-ore,2025,2,76.5333,3,mockup
iron-ore,2025,3,80.0,3,mockup
iron-ore,2025,4,82.6667,3,mockup
iron-ore,2026,1,82.3333,3,mockup
iron-ore,2026,2,83.6,3,mockup
iron-scrap-eu,2023,1,99.7,3,mockup
iron-scrap-eu,2023,2,98.8,3,mockup
iron-scrap-eu,2023,3,97.8333,3,mockup
iron-scrap-eu,2023,4,96.9,3,mockup
iron-scrap-eu,2024,1,96.2,3,mockup
iron-scrap-eu,2024,2,96.7667,3,mockup
iron-scrap-eu,2024,3,97.5333,3,mockup
iron-scrap-eu,2024,4,98.2667,3,mockup
iron-scrap-eu,2025,1,99.2333,3,mockup
iron-scrap-eu,2025,2,101.7,3,mockup
iron-scrap-eu,2025,3,104.4,3,mockup
iron-scrap-eu,2025,4,107.1,3,mockup
iron-scrap-eu,2026,1,117.0,3,mockup
iron-scrap-eu,2026,2,118.1,3,mockup
iron-scrap-na,2023,1,107.5667,3,mockup
iron-scrap-na,2023,2,106.7,3,mockup
iron-scrap-na,2023,3,95.3,3,mockup
iron-scrap-na,2023,4,99.2333,3,mockup
iron-scrap-na,2024,1,104.0,3,mockup
iron-scrap-na,2024,2,93.8667,3,mockup
iron-scrap-na,2024,3,91.1333,3,mockup
iron-scrap-na,2024,4,91.6667,3,mockup
iron-scrap-na,2025,1,100.0667,3,mockup
iron-scrap-na,2025,2,95.6333,3,mockup
iron-scrap-na,2025,3,92.6667,3,mockup
iron-scrap-na,2025,4,91.7,3,mockup
iron-scrap-na,2026,1,105.3667,3,mockup
iron-scrap-na,2026,2,104.5,3,mockup
lab-apac,2023,1,101.0,3,mockup
lab-apac,2023,2,104.6667,3,mockup
lab-apac,2023,3,107.6667,3,mockup
lab-apac,2023,4,110.3333,3,mockup
lab-apac,2024,1,108.0,3,mockup
lab-apac,2024,2,110.0,3,mockup
lab-apac,2024,3,109.6667,3,mockup
lab-apac,2024,4,110.6667,3,mockup
lab-apac,2025,1,108.3333,3,mockup
lab-apac,2025,2,110.0,3,mockup
lab-apac,2025,3,111.0,3,mockup
lab-apac,2025,4,108.0,3,mockup
lab-apac,2026,1,106.6667,3,mockup
lab-apac,2026,2,107.3333,3,mockup
lab-eu,2023,1,101.3333,3,mockup
lab-eu,2023,2,104.0,3,mockup
lab-eu,2023,3,107.0,3,mockup
lab-eu,2023,4,111.0,3,mockup
lab-eu,2024,1,109.0,3,mockup
lab-eu,2024,2,110.0,3,mockup
lab-eu,2024,3,109.6667,3,mockup
lab-eu,2024,4,111.3333,3,mockup
lab-eu,2025,1,110.0,3,mockup
lab-eu,2025,2,111.0,3,mockup
lab-eu,2025,3,112.0,3,mockup
lab-eu,2025,4,109.0,3,mockup
lab-eu,2026,1,107.6667,3,mockup
lab-eu,2026,2,108.3333,3,mockup
lab-in,2023,1,101.3333,3,mockup
lab-in,2023,2,105.0,3,mockup
lab-in,2023,3,108.6667,3,mockup
lab-in,2023,4,113.0,3,mockup
lab-in,2024,1,111.0,3,mockup
lab-in,2024,2,113.0,3,mockup
lab-in,2024,3,112.6667,3,mockup
lab-in,2024,4,114.3333,3,mockup
lab-in,2025,1,113.0,3,mockup
lab-in,2025,2,114.0,3,mockup
lab-in,2025,3,115.0,3,mockup
lab-in,2025,4,112.0,3,mockup
lab-in,2026,1,110.6667,3,mockup
lab-in,2026,2,111.3333,3,mockup
lab-mea,2023,1,100.3333,3,mockup
lab-mea,2023,2,102.6667,3,mockup
lab-mea,2023,3,105.0,3,mockup
lab-mea,2023,4,107.3333,3,mockup
lab-mea,2024,1,105.0,3,mockup
lab-mea,2024,2,107.0,3,mockup
lab-mea,2024,3,106.6667,3,mockup
lab-mea,2024,4,107.6667,3,mockup
lab-mea,2025,1,105.3333,3,mockup
lab-mea,2025,2,106.6667,3,mockup
lab-mea,2025,3,107.0,3,mockup
lab-mea,2025,4,104.3333,3,mockup
lab-mea,2026,1,103.6667,3,mockup
lab-mea,2026,2,104.3333,3,mockup
lab-na,2023,1,101.0,3,mockup
lab-na,2023,2,105.3333,3,mockup
lab-na,2023,3,108.6667,3,mockup
lab-na,2023,4,112.0,3,mockup
lab-na,2024,1,110.0,3,mockup
lab-na,2024,2,111.0,3,mockup
lab-na,2024,3,110.6667,3,mockup
lab-na,2024,4,112.3333,3,mockup
lab-na,2025,1,111.0,3,mockup
lab-na,2025,2,112.0,3,mockup
lab-na,2025,3,113.0,3,mockup
lab-na,2025,4,110.0,3,mockup
lab-na,2026,1,108.6667,3,mockup
lab-na,2026,2,109.3333,3,mockup
lci-apac,2023,1,100.49,3,mockup
lci-apac,2023,2,101.96,3,mockup
lci-apac,2023,3,103.4333,3,mockup
lci-apac,2023,4,104.93,3,mockup
lci-apac,2024,1,106.43,3,mockup
lci-apac,2024,2,107.95,3,mockup
lci-apac,2024,3,109.48,3,mockup
lci-apac,2024,4,111.0133,3,mockup
lci-apac,2025,1,112.57,3,mockup
lci-apac,2025,2,114.13,3,mockup
lci-apac,2025,3,115.7,3,mockup
lci-apac,2025,4,117.29,3,mockup
lci-apac,2026,1,118.8833,3,mockup
lci-apac,2026,2,120.5,3,mockup
lci-cn,2023,1,100.34,3,mockup
lci-cn,2023,2,101.36,3,mockup
lci-cn,2023,3,102.38,3,mockup
lci-cn,2023,4,103.4,3,mockup
lci-cn,2024,1,104.44,3,mockup
lci-cn,2024,2,105.49,3,mockup
lci-cn,2024,3,106.54,3,mockup
lci-cn,2024,4,107.6,3,mockup
lci-cn,2025,1,108.68,3,mockup
lci-cn,2025,2,109.76,3,mockup
lci-cn,2025,3,110.84,3,mockup
lci-cn,2025,4,111.94,3,mockup
lci-cn,2026,1,113.05,3,mockup
lci-cn,2026,2,114.16,3,mockup
lci-eu,2023,1,100.39,3,mockup
lci-eu,2023,2,101.5567,3,mockup
lci-eu,2023,3,102.7,3,mockup
lci-eu,2023,4,103.84,3,mockup
lci-eu,2024,1,104.97,3,mockup
lci-eu,2024,2,106.08,3,mockup
lci-eu,2024,3,107.19,3,mockup
lci-eu,2024,4,108.28,3,mockup
lci-eu,2025,1,109.36,3,mockup
lci-eu,2025,2,110.42,3,mockup
lci-eu,2025,3,111.47,3,mockup
lci-eu,2025,4,112.5,3,mockup
lci-eu,2026,1,113.5167,3,mockup
lci-eu,2026,2,114.51,3,mockup
lci-in,2023,1,100.6,3,mockup
lci-in,2023,2,102.42,3,mockup
lci-in,2023,3,104.25,3,mockup
lci-in,2023,4,106.1,3,mockup
lci-in,2024,1,107.96,3,mockup
lci-in,2024,2,109.84,3,mockup
lci-in,2024,3,111.73,3,mockup
lci-in,2024,4,113.63,3,mockup
lci-in,2025,1,115.55,3,mockup
lci-in,2025,2,117.4733,3,mockup
lci-in,2025,3,119.42,3,mockup
lci-in,2025,4,121.37,3,mockup
lci-in,2026,1,123.3233,3,mockup
lci-in,2026,2,125.3,3,mockup
lci-la,2023,1,100.72,3,mockup
lci-la,2023,2,102.8833,3,mockup
lci-la,2023,3,105.07,3,mockup
lci-la,2023,4,107.28,3,mockup
lci-la,2024,1,109.5033,3,mockup
lci-la,2024,2,111.75,3,mockup
lci-la,2024,3,114.01,3,mockup
lci-la,2024,4,116.29,3,mockup
lci-la,2025,1,118.58,3,mockup
lci-la,2025,2,120.89,3,mockup
lci-la,2025,3,123.2033,3,mockup
lci-la,2025,4,125.54,3,mockup
lci-la,2026,1,127.88,3,mockup
lci-la,2026,2,130.24,3,mockup
lci-mea,2023,1,100.45,3,mockup
lci-mea,2023,2,101.8,3,mockup
lci-mea,2023,3,103.15,3,mockup
lci-mea,2023,4,104.51,3,mockup
lci-mea,2024,1,105.89,3,mockup
lci-mea,2024,2,107.27,3,mockup
lci-mea,2024,3,108.65,3,mockup
lci-mea,2024,4,110.05,3,mockup
lci-mea,2025,1,111.46,3,mockup
lci-mea,2025,2,112.87,3,mockup
lci-mea,2025,3,114.2833,3,mockup
lci-mea,2025,4,115.72,3,mockup
lci-mea,2026,1,117.16,3,mockup
lci-mea,2026,2,118.6,3,mockup
lci-na,2023,1,100.0,3,mockup
lci-na,2023,2,101.1,3,mockup
lci-na,2023,3,102.2,3,mockup
lci-na,2023,4,103.1,3,mockup
lci-na,2024,1,104.2,3,mockup
lci-na,2024,2,105.1,3,mockup
lci-na,2024,3,106.0,3,mockup
lci-na,2024,4,107.0,3,mockup
lci-na,2025,1,107.9,3,mockup
lci-na,2025,2,109.0,3,mockup
lci-na,2025,3,109.8,3,mockup
lci-na,2025,4,110.6,3,mockup
lci-na,2026,1,111.6,3,mockup
lci-na,2026,2,111.6,3,mockup
lead,2023,1,96.8667,3,mockup
lead,2023,2,96.0,3,mockup
lead,2023,3,98.4,3,mockup
lead,2023,4,95.8333,3,mockup
lead,2024,1,93.9667,3,mockup
lead,2024,2,98.0667,3,mockup
lead,2024,3,92.3,3,mockup
lead,2024,4,90.8,3,mockup
lead,2025,1,89.2667,3,mockup
lead,2025,2,88.1667,3,mockup
lead,2025,3,89.0333,3,mockup
lead,2025,4,89.2,3,mockup
lead,2026,1,87.4333,3,mockup
lead,2026,2,89.0667,3,mockup
lng-japan,2023,1,94.9333,3,mockup
lng-japan,2023,2,77.8,3,mockup
lng-japan,2023,3,83.8333,3,mockup
lng-japan,2023,4,98.0,3,mockup
lng-japan,2024,1,81.8333,3,mockup
lng-japan,2024,2,71.7,3,mockup
lng-japan,2024,3,74.7667,3,mockup
lng-japan,2024,4,79.8,3,mockup
lng-japan,2025,1,77.8,3,mockup
lng-japan,2025,2,74.7667,3,mockup
lng-japan,2025,3,70.7,3,mockup
lng-japan,2025,4,67.6667,3,mockup
lng-japan,2026,1,69.1333,3,mockup
lng-japan,2026,2,95.3333,3,mockup
methanol-na,2023,1,93.3333,3,mockup
methanol-na,2023,2,76.0,3,mockup
methanol-na,2023,3,72.0,3,mockup
methanol-na,2023,4,78.0,3,mockup
methanol-na,2024,1,78.0,3,mockup
methanol-na,2024,2,71.6667,3,mockup
methanol-na,2024,3,75.0,3,mockup
methanol-na,2024,4,80.0,3,mockup
methanol-na,2025,1,88.0,3,mockup
methanol-na,2025,2,95.0,3,mockup
methanol-na,2025,3,104.0,3,mockup
methanol-na,2025,4,119.0,3,mockup
methanol-na,2026,1,202.5333,3,mockup
methanol-na,2026,2,296.0,3,mockup
mma-cn,2023,1,99.8767,3,mockup
mma-cn,2023,2,99.5033,3,mockup
mma-cn,2023,3,99.13,3,mockup
mma-cn,2023,4,98.7567,3,mockup
mma-cn,2024,1,98.3867,3,mockup
mma-cn,2024,2,98.0133,3,mockup
mma-cn,2024,3,97.64,3,mockup
mma-cn,2024,4,97.2667,3,mockup
mma-cn,2025,1,94.2867,3,mockup
mma-cn,2025,2,90.0,3,mockup
mma-cn,2025,3,86.7033,3,mockup
mma-cn,2025,4,90.3433,3,mockup
mma-cn,2026,1,86.82,3,mockup
mma-cn,2026,2,90.7133,3,mockup
mma-eu,2023,1,99.7833,3,mockup
mma-eu,2023,2,99.13,3,mockup
mma-eu,2023,3,98.48,3,mockup
mma-eu,2023,4,97.8267,3,mockup
mma-eu,2024,1,97.1733,3,mockup
mma-eu,2024,2,96.52,3,mockup
mma-eu,2024,3,95.87,3,mockup
mma-eu,2024,4,95.2167,3,mockup
mma-eu,2025,1,90.0,3,mockup
mma-eu,2025,2,82.5,3,mockup
mma-eu,2025,3,86.0533,3,mockup
mma-eu,2025,4,95.1233,3,mockup
mma-eu,2026,1,99.3833,3,mockup
mma-eu,2026,2,133.75,3,mockup
mop,2023,1,94.0,3,mockup
mop,2023,2,74.3333,3,mockup
mop,2023,3,65.6667,3,mockup
mop,2023,4,71.0,3,mockup
mop,2024,1,61.6667,3,mockup
mop,2024,2,58.5333,3,mockup
mop,2024,3,59.5333,3,mockup
mop,2024,4,58.3333,3,mockup
mop,2025,1,63.8,3,mockup
mop,2025,2,71.8667,3,mockup
mop,2025,3,71.4667,3,mockup
mop,2025,4,70.9333,3,mockup
mop,2026,1,74.6,3,mockup
mop,2026,2,76.1,3,mockup
natgas-na,2023,1,81.1333,3,mockup
natgas-na,2023,2,66.1667,3,mockup
natgas-na,2023,3,79.2,3,mockup
natgas-na,2023,4,83.7,3,mockup
natgas-na,2024,1,65.1333,3,mockup
natgas-na,2024,2,63.8,3,mockup
natgas-na,2024,3,64.6333,3,mockup
natgas-na,2024,4,74.7,3,mockup
natgas-na,2025,1,126.8,3,mockup
natgas-na,2025,2,97.4667,3,mockup
natgas-na,2025,3,92.5667,3,mockup
natgas-na,2025,4,114.6,3,mockup
natgas-na,2026,1,146.6,3,mockup
natgas-na,2026,2,88.1667,3,mockup
nickel,2023,1,92.3,3,mockup
nickel,2023,2,79.1667,3,mockup
nickel,2023,3,72.1333,3,mockup
nickel,2023,4,61.0,3,mockup
nickel,2024,1,58.7667,3,mockup
nickel,2024,2,65.0667,3,mockup
nickel,2024,3,57.5667,3,mockup
nickel,2024,4,56.5,3,mockup
nickel,2025,1,55.1,3,mockup
nickel,2025,2,53.6667,3,mockup
nickel,2025,3,53.1667,3,mockup
nickel,2025,4,52.6333,3,mockup
nickel,2026,1,61.2333,3,mockup
nickel,2026,2,65.6,3,mockup
phthalic-anhydride-eu,2023,1,99.56,3,mockup
phthalic-anhydride-eu,2023,2,98.24,3,mockup
phthalic-anhydride-eu,2023,3,96.92,3,mockup
phthalic-anhydride-eu,2023,4,95.6,3,mockup
phthalic-anhydride-eu,2024,1,94.29,3,mockup
phthalic-anhydride-eu,2024,2,92.97,3,mockup
phthalic-anhydride-eu,2024,3,91.65,3,mockup
phthalic-anhydride-eu,2024,4,90.33,3,mockup
phthalic-anhydride-eu,2025,1,89.01,3,mockup
phthalic-anhydride-eu,2025,2,86.43,3,mockup
phthalic-anhydride-eu,2025,3,89.7867,3,mockup
phthalic-anhydride-eu,2025,4,86.8067,3,mockup
phthalic-anhydride-eu,2026,1,79.0233,3,mockup
phthalic-anhydride-eu,2026,2,77.8567,3,mockup
pko,2023,1,99.0,3,mockup
pko,2023,2,96.6667,3,mockup
pko,2023,3,96.0,3,mockup
pko,2023,4,95.7667,3,mockup
pko,2024,1,96.5,3,mockup
pko,2024,2,95.6667,3,mockup
pko,2024,3,95.3333,3,mockup
pko,2024,4,95.8667,3,mockup
pko,2025,1,96.5,3,mockup
pko,2025,2,97.0,3,mockup
pko,2025,3,95.5,3,mockup
pko,2025,4,94.1,3,mockup
pko,2026,1,93.2333,3,mockup
pko,2026,2,92.5,3,mockup
ppi-na,2023,1,99.4,3,mockup
ppi-na,2023,2,97.9333,3,mockup
ppi-na,2023,3,98.6667,3,mockup
ppi-na,2023,4,97.1,3,mockup
ppi-na,2024,1,97.5333,3,mockup
ppi-na,2024,2,98.4,3,mockup
ppi-na,2024,3,98.0667,3,mockup
ppi-na,2024,4,97.3333,3,mockup
ppi-na,2025,1,99.3,3,mockup
ppi-na,2025,2,99.6,3,mockup
ppi-na,2025,3,100.7333,3,mockup
ppi-na,2025,4,100.3667,3,mockup
ppi-na,2026,1,103.6667,3,mockup
ppi-na,2026,2,111.1333,3,mockup
rubber,2023,1,96.8,3,mockup
rubber,2023,2,92.9333,3,mockup
rubber,2023,3,92.0,3,mockup
rubber,2023,4,96.1333,3,mockup
rubber,2024,1,112.1,3,mockup
rubber,2024,2,121.2333,3,mockup
rubber,2024,3,119.6333,3,mockup
rubber,2024,4,124.6667,3,mockup
rubber,2025,1,135.1333,3,mockup
rubber,2025,2,114.3667,3,mockup
rubber,2025,3,117.1,3,mockup
rubber,2025,4,117.5667,3,mockup
rubber,2026,1,130.6333,3,mockup
rubber,2026,2,147.9667,3,mockup
silver,2023,1,94.5333,3,mockup
silver,2023,2,98.7667,3,mockup
silver,2023,3,97.9667,3,mockup
silver,2023,4,95.7667,3,mockup
silver,2024,1,95.3667,3,mockup
silver,2024,2,120.9667,3,mockup
silver,2024,3,121.1,3,mockup
silver,2024,4,129.2333,3,mockup
silver,2025,1,130.3333,3,mockup
silver,2025,2,137.5667,3,mockup
silver,2025,3,148.0333,3,mockup
silver,2025,4,221.6333,3,mockup
silver,2026,1,342.8667,3,mockup
silver,2026,2,315.5333,3,mockup
soybean-oil,2023,1,95.8667,3,mockup
soybean-oil,2023,2,85.0,3,mockup
soybean-oil,2023,3,104.8667,3,mockup
soybean-oil,2023,4,83.1,3,mockup
soybean-oil,2024,1,74.6667,3,mockup
soybean-oil,2024,2,71.3667,3,mockup
soybean-oil,2024,3,69.0,3,mockup
soybean-oil,2024,4,68.5333,3,mockup
soybean-oil,2025,1,70.3667,3,mockup
soybean-oil,2025,2,79.4667,3,mockup
soybean-oil,2025,3,83.0667,3,mockup
soybean-oil,2025,4,79.1333,3,mockup
soybean-oil,2026,1,91.0667,3,mockup
soybean-oil,2026,2,114.1333,3,mockup
sulfuric-acid-cn,2023,1,101.0,3,mockup
sulfuric-acid-cn,2023,2,104.0,3,mockup
sulfuric-acid-cn,2023,3,107.0,3,mockup
sulfuric-acid-cn,2023,4,110.0,3,mockup
sulfuric-acid-cn,2024,1,117.9,3,mockup
sulfuric-acid-cn,2024,2,135.5,3,mockup
sulfuric-acid-cn,2024,3,153.1333,3,mockup
sulfuric-acid-cn,2024,4,170.7667,3,mockup
sulfuric-acid-cn,2025,1,181.3667,3,mockup
sulfuric-acid-cn,2025,2,177.9667,3,mockup
sulfuric-acid-cn,2025,3,174.5333,3,mockup
sulfuric-acid-cn,2025,4,171.1333,3,mockup
sulfuric-acid-cn,2026,1,175.3333,3,mockup
sulfuric-acid-cn,2026,2,182.6667,3,mockup
sulfuric-acid-eu,2023,1,100.6,3,mockup
sulfuric-acid-eu,2023,2,102.4,3,mockup
sulfuric-acid-eu,2023,3,104.2,3,mockup
sulfuric-acid-eu,2023,4,106.0,3,mockup
sulfuric-acid-eu,2024,1,107.8,3,mockup
sulfuric-acid-eu,2024,2,109.6,3,mockup
sulfuric-acid-eu,2024,3,111.4,3,mockup
sulfuric-acid-eu,2024,4,114.8,3,mockup
sulfuric-acid-eu,2025,1,119.0,3,mockup
sulfuric-acid-eu,2025,2,123.2,3,mockup
sulfuric-acid-eu,2025,3,127.4,3,mockup
sulfuric-acid-eu,2025,4,161.2667,3,mockup
sulfuric-acid-eu,2026,1,201.9667,3,mockup
sulfuric-acid-eu,2026,2,206.8,3,mockup
sulfuric-acid-na,2023,1,100.4667,3,mockup
sulfuric-acid-na,2023,2,96.1667,3,mockup
sulfuric-acid-na,2023,3,87.7667,3,mockup
sulfuric-acid-na,2023,4,88.8,3,mockup
sulfuric-acid-na,2024,1,87.9,3,mockup
sulfuric-acid-na,2024,2,82.2333,3,mockup
sulfuric-acid-na,2024,3,89.4,3,mockup
sulfuric-acid-na,2024,4,99.0333,3,mockup
sulfuric-acid-na,2025,1,95.1,3,mockup
sulfuric-acid-na,2025,2,100.9667,3,mockup
sulfuric-acid-na,2025,3,107.5333,3,mockup
sulfuric-acid-na,2025,4,112.5,3,mockup
sulfuric-acid-na,2026,1,118.3333,3,mockup
sulfuric-acid-na,2026,2,124.0333,3,mockup
synthetic-rubber,2023,1,100.7333,3,mockup
synthetic-rubber,2023,2,100.0333,3,mockup
synthetic-rubber,2023,3,92.7,3,mockup
synthetic-rubber,2023,4,95.3,3,mockup
synthetic-rubber,2024,1,94.6333,3,mockup
synthetic-rubber,2024,2,104.4,3,mockup
synthetic-rubber,2024,3,105.1333,3,mockup
synthetic-rubber,2024,4,105.2333,3,mockup
synthetic-rubber,2025,1,107.0333,3,mockup
synthetic-rubber,2025,2,109.6333,3,mockup
synthetic-rubber,2025,3,107.3333,3,mockup
synthetic-rubber,2025,4,105.2333,3,mockup
synthetic-rubber,2026,1,107.8333,3,mockup
synthetic-rubber,2026,2,127.1333,3,mockup
tin,2023,1,93.8667,3,mockup
tin,2023,2,93.4,3,mockup
tin,2023,3,95.6667,3,mockup
tin,2023,4,87.2333,3,mockup
tin,2024,1,93.6667,3,mockup
tin,2024,2,114.8667,3,mockup
tin,2024,3,113.0667,3,mockup
tin,2024,4,107.7667,3,mockup
tin,2025,1,113.7667,3,mockup
tin,2025,2,115.2333,3,mockup
tin,2025,3,121.3667,3,mockup
tin,2025,4,136.1667,3,mockup
tin,2026,1,172.8,3,mockup
tin,2026,2,183.8,3,mockup
ttf-eu,2023,1,86.6667,3,mockup
ttf-eu,2023,2,59.1667,3,mockup
ttf-eu,2023,3,55.8333,3,mockup
ttf-eu,2023,4,70.8333,3,mockup
ttf-eu,2024,1,51.6667,3,mockup
ttf-eu,2024,2,50.8333,3,mockup
ttf-eu,2024,3,58.3333,3,mockup
ttf-eu,2024,4,58.3333,3,mockup
ttf-eu,2025,1,71.6667,3,mockup
ttf-eu,2025,2,59.1667,3,mockup
ttf-eu,2025,3,55.8333,3,mockup
ttf-eu,2025,4,50.8333,3,mockup
ttf-eu,2026,1,68.1667,3,mockup
ttf-eu,2026,2,89.5,3,mockup
urea,2023,1,89.2667,3,mockup
urea,2023,2,66.6667,3,mockup
urea,2023,3,70.0333,3,mockup
urea,2023,4,81.1,3,mockup
urea,2024,1,74.0667,3,mockup
urea,2024,2,71.1,3,mockup
urea,2024,3,76.7,3,mockup
urea,2024,4,75.9333,3,mockup
urea,2025,1,89.6333,3,mockup
urea,2025,2,88.9,3,mockup
urea,2025,3,108.5333,3,mockup
urea,2025,4,88.5333,3,mockup
urea,2026,1,119.4667,3,mockup
urea,2026,2,161.3,3,mockup
water-eu,2023,1,100.3,3,mockup
water-eu,2023,2,101.2,3,mockup
water-eu,2023,3,102.1,3,mockup
water-eu,2023,4,103.0,3,mockup
water-eu,2024,1,104.0,3,mockup
water-eu,2024,2,104.9,3,mockup
water-eu,2024,3,105.8667,3,mockup
water-eu,2024,4,106.8,3,mockup
water-eu,2025,1,107.8,3,mockup
water-eu,2025,2,108.7333,3,mockup
water-eu,2025,3,109.7333,3,mockup
water-eu,2025,4,110.7333,3,mockup
water-eu,2026,1,111.7333,3,mockup
water-eu,2026,2,109.2667,3,mockup
wheat,2023,1,100.1667,3,mockup
wheat,2023,2,93.1333,3,mockup
wheat,2023,3,78.0333,3,mockup
wheat,2023,4,68.9333,3,mockup
wheat,2024,1,68.4333,3,mockup
wheat,2024,2,66.7333,3,mockup
wheat,2024,3,56.9667,3,mockup
wheat,2024,4,59.2333,3,mockup
wheat,2025,1,58.3667,3,mockup
wheat,2025,2,56.7333,3,mockup
wheat,2025,3,49.9667,3,mockup
wheat,2025,4,51.2667,3,mockup
wheat,2026,1,56.0333,3,mockup
wheat,2026,2,67.1,3,mockup
wti,2023,1,97.3667,3,mockup
wti,2023,2,94.4,3,mockup
wti,2023,3,105.3667,3,mockup
