formula_id,name,full_name,family,subfamily,record_shape,n_combos,regions,forms,margin_pct_min,margin_pct_max,cas_number,has_synthesis_route,functionality_tags
F23-LYS-EU,L-Lysine HCl 98.5% feed grade,,Fermentation & Bioprocessing,Feed amino acids,combo,5,"APAC,CN,EU,LA,NA",Powder,18.0,18.0,,True,Animal feed supplementation
F23-MET-EU,DL-Methionine 99% feed grade,,Fine Chemicals & Actives,Amino acids synthetic,combo,5,"APAC,CN,EU,LA,NA",Powder/granule,17.0,17.0,,True,Animal feed supplementation
F23-THR-EU,L-Threonine 98.5% feed grade,,Fermentation & Bioprocessing,Feed amino acids,combo,3,"CN,EU,IN",Powder,17.0,17.0,,True,Animal feed supplementation
F23-VITD3-EU,Vitamin D3 cholecalciferol feed grade,,Fine Chemicals & Actives,Vitamins synthetic,combo,2,"CN,EU",Powder,22.0,22.0,,True,Human nutrition & nutraceuticals
F23-VITE-EU,Vitamin E dl-alpha-tocopheryl acetate feed grade,,Fine Chemicals & Actives,Vitamins synthetic,combo,2,"CN,EU",Powder,20.0,20.0,,True,Human nutrition & nutraceuticals
F23-NIAC-FG-EU,Niacinamide B3 food/pharma grade,,Fine Chemicals & Actives,Vitamins synthetic,combo,3,"CN,EU,IN",Powder,28.0,28.0,,True,Human nutrition & nutraceuticals
F21-ASCOR-PWD,Ascorbic acid vitamin C cosmetic grade,,Fine Chemicals & Actives,Vitamins synthetic,combo,3,"CN,EU,IN",Powder,20.0,20.0,50-81-7,True,Human nutrition & nutraceuticals
F21-NIAC-PWD,Niacinamide vitamin B3 cosmetic grade,,Fine Chemicals & Actives,Vitamins synthetic,combo,3,"CN,EU,IN",Powder,27.0,27.0,98-92-0,True,Human nutrition & nutraceuticals
F24-HEUR-EU,HEUR polyurethane associative thickener,,Water-Soluble Polymers,Associative thickeners,combo,2,"EU,NA",Liquid,18.0,18.0,,True,Thickening & rheology
F24-GHPTC-PWD,Guar hydroxypropyltrimonium chloride GHPTC,,Water-Soluble Polymers,Cationic conditioning polymers,combo,2,"EU,IN",Powder,14.0,14.0,65497-29-2,True,Conditioning & softening
F24-XG-EU,Xanthan gum food/industrial grade,,Fermentation & Bioprocessing,Biopolymer fermentation,combo,3,"CN,EU,NA",Powder,14.0,14.0,,True,"Thickening & rheology,Texturising & gelling"
F24-HEC-EU,Hydroxyethyl cellulose HEC powder,,Water-Soluble Polymers,Cellulose ethers,combo,3,"CN,EU,NA",Powder,15.0,15.0,,True,Thickening & rheology
F24-CARB-EU,Carbomer 940 crosslinked polyacrylic acid,,Water-Soluble Polymers,Polyacrylate thickeners,combo,3,"CN,EU,NA",Powder,18.0,18.0,,True,Thickening & rheology
F25-EDTA-EU,EDTA tetrasodium salt powder,,Fine Chemicals & Actives,Chelating agents,combo,3,"CN,EU,NA",Powder,15.0,15.0,,True,Scale & corrosion inhibition
F25-GLDA-EU,"GLDA glutamic acid N,N-diacetic acid tetrasodium",,Fine Chemicals & Actives,Chelating agents,combo,2,"EU,NA",Liquid,22.0,22.0,,True,Scale & corrosion inhibition
F25-MGDA-EU,MGDA methylglycinediacetic acid trisodium,,Fine Chemicals & Actives,Chelating agents,combo,2,"EU,NA",Liquid,21.0,21.0,,True,Scale & corrosion inhibition
CLN-CA-PWD,Citric acid cleaning grade anhydrous,,Fermentation & Bioprocessing,Fermentation organic acids,combo,4,"APAC,CN,EU,NA",Powder,12.0,12.0,77-92-9,True,"Preservation (cosmetic/food),Scale & corrosion inhibition"
FOD-CA-ANH,Citric acid food grade anhydrous,,Fermentation & Bioprocessing,Fermentation organic acids,combo,4,"APAC,CN,EU,NA",Powder,12.0,12.0,77-92-9,True,"Preservation (cosmetic/food),Scale & corrosion inhibition"
F26-GLUT-EU,Glutaraldehyde 50% solution,,Biocides & Antimicrobials,Aldehyde biocides,combo,3,"CN,EU,NA",Liquid,20.0,20.0,,True,Water treatment biocidal control
F26-PHEOH-EU,Phenoxyethanol preservative cosmetic,,Biocides & Antimicrobials,Diverse preservatives,combo,2,"CN,EU",Liquid,18.0,18.0,,True,Preservation (cosmetic/food)
F26-BIT-EU,BIT benzisothiazolinone technical,,Biocides & Antimicrobials,Isothiazolinone biocides,combo,2,"CN,EU",Solid/powder,24.0,24.0,,True,Preservation (cosmetic/food)
F26-MIT-EU,MIT methylisothiazolinone 15% solution,,Biocides & Antimicrobials,Isothiazolinone biocides,combo,3,"CN,EU,NA",Liquid,22.0,22.0,,True,Preservation (cosmetic/food)
F27-PEA-EU,Phenylethyl alcohol rose benzene-chain,,Aroma Chemicals,Benzene-chain aroma chemicals,combo,3,"CN,EU,NA",Liquid,20.0,20.0,,True,Fragrance & flavour
F27-GAL-SOL,Galaxolide HHCB 50% in IPM polycyclic musk,,Aroma Chemicals,Musk compounds,combo,1,EU,Liquid,32.0,32.0,1222-05-5,True,Fragrance & flavour
F27-BION-EU,Beta-ionone 95% petrochemical-derived,,Aroma Chemicals,Petrochemical-derived aroma chemicals,combo,3,"CN,EU,NA",Liquid,24.0,24.0,,True,Fragrance & flavour
F27-CIT-EU,Citronellol 95% terpene-derived,,Aroma Chemicals,Terpene-derived aroma chemicals,combo,2,"CN,EU",Liquid,22.0,22.0,,True,Fragrance & flavour
F27-LIN-EU,Linalool natural 97% ho oil/rosewood route,,Aroma Chemicals,Terpene-derived aroma chemicals,combo,2,"CN,EU",Liquid,24.0,24.0,,True,Fragrance & flavour
F28-AZOX-CN,Azoxystrobin 95% TC strobilurin fungicide,,Crop Protection Chemicals,Generic fungicides,combo,2,"CN,IN",Powder,24.0,24.0,,True,Crop protection
F28-MANZ-CN,Mancozeb 80% WP EBDC fungicide,,Crop Protection Chemicals,Generic fungicides,combo,4,"CN,EU,IN,NA",Powder,18.0,18.0,,True,Crop protection
F28-PROP-CN,Propiconazole 95% TC triazole fungicide,,Crop Protection Chemicals,Generic fungicides,combo,3,"CN,IN,NA",Liquid,22.0,22.0,,True,Crop protection
F28-CHLOR-CN,Chlorpyrifos 97% TC organophosphate insecticide,,Crop Protection Chemicals,Generic insecticides,combo,4,"CN,EU,IN,NA",Solid,18.0,18.0,,True,Crop protection
F28-CYPR-CN,Cypermethrin 92% TC pyrethroid insecticide,,Crop Protection Chemicals,Generic insecticides,combo,3,"CN,IN,NA",Liquid/solid,20.0,20.0,,True,Crop protection
F28-IMID-CN,Imidacloprid 97% TC neonicotinoid insecticide,,Crop Protection Chemicals,Generic insecticides,combo,3,"CN,IN,NA",Powder,22.0,22.0,,True,Crop protection
AGR-GLYP-TC,Glyphosate 95% TC powder,,Crop Protection Chemicals,Herbicide intermediates,combo,3,"CN,IN,NA",Powder,9.0,9.0,1071-83-6,True,Crop protection
MIN-MIBC-LIQ,MIBC frother 99%,,Solvents,Mining reagents,combo,3,"CN,EU,NA",Solid/liquid,15.0,15.0,,True,Mineral flotation & extraction
MIN-NACN-SOL,Sodium cyanide briquette/solution,,Inorganic Chemicals,Mining reagents,combo,3,"CN,EU,NA",Solid/liquid,15.0,15.0,,True,Mineral flotation & extraction
MIN-NASIL-LIQ,Sodium silicate liquid,,Inorganic Chemicals,Mining reagents,combo,3,"CN,EU,NA",Solid/liquid,15.0,15.0,,True,Mineral flotation & extraction
MIN-CUSO4-PWD,Copper sulfate pentahydrate,,Inorganic Chemicals,Mining reagents,combo,3,"CN,EU,NA",Solid/liquid,15.0,15.0,,True,Mineral flotation & extraction
MIN-GUAR-PWD,Guar gum powder (flotation depressant),,Bio-Based Ingredients,Natural gums,combo,3,"APAC,IN,MEA",Powder,12.0,12.0,,True,"Mineral flotation & extraction,Thickening & rheology"
BCI-MEOH-LIQ,Methanol,,Petrochemicals & Derivatives,Petrochemical building blocks,combo,4,"APAC,CN,EU,NA",Liquid,10.0,10.0,,True,Base chemical / feedstock
BCI-MEG-LIQ,Ethylene glycol MEG,,Petrochemicals & Derivatives,Petrochemical building blocks,combo,4,"APAC,CN,EU,NA",Liquid,9.0,9.0,,True,Base chemical / feedstock
BCI-FORM-LIQ,Formaldehyde 37% formalin,,Petrochemicals & Derivatives,Petrochemical building blocks,combo,4,"APAC,CN,EU,NA",Liquid,15.0,15.0,,True,Base chemical / feedstock
RES-ABS-PEL,ABS pellets general purpose,,Plastics & Resins,Vinyls and styrenics,combo,4,"APAC,CN,EU,NA",Pellets,10.0,10.0,,True,Commodity thermoplastics
BCI-CAOH2-PWD,Calcium hydroxide hydrated lime,,Inorganic Chemicals,Alkalis,combo,4,"CN,EU,IN,NA",Powder,10.0,10.0,,True,pH adjustment
SOL-BUOH-LIQ,n-Butanol,,Solvents,Oxygenated alcohol/ketone,combo,4,"APAC,CN,EU,NA",Liquid,13.0,13.0,,True,Solvent & carrier
SOL-MPG-LIQ,Propylene glycol USP/industrial,,Solvents,Oxygenated alcohol/ketone,combo,4,"APAC,CN,EU,NA",Liquid,10.0,10.0,,True,Solvent & carrier
RES-EVA-PEL,EVA ethylene vinyl acetate pellets,,Plastics & Resins,Polyolefins,combo,4,"APAC,CN,EU,NA",Pellets,11.0,11.0,,True,Commodity thermoplastics
FOD-STARCH-PWD,Starch industrial corn,,Fermentation & Bioprocessing,Starch & glucose derivatives,combo,4,"APAC,CN,EU,NA",Powder,13.0,13.0,,True,Texturising & gelling
MIN-CACO3-GCC,Calcium carbonate GCC ground,,Industrial Minerals,Fillers and extenders,combo,4,"CN,EU,IN,NA",Powder,12.0,12.0,,True,Pigmentation & opacity
MIN-CACO3-PCC,Calcium carbonate PCC precipitated,,Industrial Minerals,Fillers and extenders,combo,4,"CN,EU,IN,NA",Powder,10.0,10.0,,True,Pigmentation & opacity
ACT-CARB-MIN,Activated carbon mineral coal-based,,Bio-Based Ingredients,Adsorbents,combo,4,"CN,EU,IN,NA",Powder,13.0,13.0,,True,Adsorption
ACT-CARB-COCO,Activated carbon coconut-shell,,Bio-Based Ingredients,Adsorbents,combo,4,"APAC,EU,IN,NA",Powder,15.0,15.0,,True,Adsorption
SOL-ETAC-LIQ,Ethyl Acetate,,Solvents,Oxygenated alcohol/ketone,combo,1,NA,Liquid,12.0,12.0,,True,Solvent & carrier
SOL-BUAC-LIQ,Butyl Acetate,,Solvents,Oxygenated alcohol/ketone,combo,1,NA,Liquid,12.0,12.0,,True,Solvent & carrier
MIN-BENT-PWD,Bentonite,,Industrial Minerals,Fillers and extenders,combo,2,NA,Powder,12.0,15.0,,True,Thickening & rheology
MIN-BARI-PWD,Barite,,Industrial Minerals,Fillers and extenders,combo,1,NA,Powder,12.0,12.0,,True,Base chemical / feedstock
MIN-KAO-PWD,Kaolin Clay,,Industrial Minerals,Fillers and extenders,combo,1,NA,Powder,12.0,12.0,,True,Pigmentation & opacity
MIN-TALC-PWD,Talc,,Industrial Minerals,Fillers and extenders,combo,2,NA,Powder,12.0,14.0,,True,Base chemical / feedstock
MIN-FSIL-PWD,Fumed Silica,,Industrial Minerals,Fillers and extenders,combo,1,NA,Powder,18.0,18.0,,True,Thickening & rheology
RES-PA66-PEL,Nylon 66 (PA66),,Plastics & Resins,Engineering thermoplastics,combo,1,NA,Pellets,15.0,15.0,,True,Engineering plastics
POL-PEG-LIQ,PEG (Polyethylene Glycol),,Surfactants,Non-ionic ethoxylates,combo,1,NA,Liquid,14.0,14.0,,True,Emulsification
CLN-NACLO3-LIQ,Sodium Chlorate,,Inorganic Chemicals,Inorganic oxidants,combo,1,NA,Liquid,12.0,12.0,,True,Bleaching
FAT-STEA-PWD,Stearic Acid,,Oleochemicals,Fatty acids & derivatives,combo,1,NA,Powder,12.0,12.0,,True,Lubrication
FAT-ZNST-PWD,Zinc Stearate,,Oleochemicals,Fatty acids & derivatives,combo,1,NA,Powder,14.0,14.0,,True,Lubrication
CLN-PAA-LIQ,Peracetic Acid (PAA),,Inorganic Chemicals,Inorganic oxidants,combo,1,NA,Liquid,15.0,15.0,,True,"Disinfection,Preservation (cosmetic/food)"
MIN-STPP-PWD,Sodium Tripolyphosphate (STPP),,Inorganic Chemicals,Phosphates,combo,1,NA,Powder,12.0,12.0,,True,Scale & corrosion inhibition
POL-PDADMAC-LIQ,PolyDADMAC,,Water-Soluble Polymers,Synthetic flocculants PAM,combo,1,NA,Liquid,14.0,14.0,,True,Flocculation
CLN-BAC-LIQ,"Benzalkonium Chloride (BAC, Quaternary Ammonium)",,Inorganic Chemicals,Inorganic oxidants,combo,1,NA,Liquid,15.0,15.0,,True,"Water treatment biocidal control,Conditioning & softening"
F27-DLIM-LIQ,d-Limonene,,Aroma Chemicals,Terpene-derived aroma chemicals,combo,1,NA,Liquid,18.0,18.0,,True,"Solvent & carrier,Fragrance & flavour"
MIN-NA2S-FLK,Sodium Sulfide,,Inorganic Chemicals,Mining reagents,combo,1,NA,Flakes,13.0,13.0,,True,Mineral flotation & extraction
AGR-24D-LIQ,"2,4-D Herbicide",,Crop Protection Chemicals,Herbicides,combo,1,NA,Liquid,14.0,14.0,,True,Crop protection
CLN-NAPERCARB-PWD,Sodium Percarbonate,,Inorganic Chemicals,Inorganic oxidants,combo,1,NA,Powder,13.0,13.0,,True,Bleaching
ELA-VACC-PWD,Vulcanization Accelerators (CBS/MBTS/TMTD),,Elastomers,Vulcanization agents,combo,1,NA,Powder,15.0,15.0,,True,Crosslinking & curing
BCI-AKDASA-LIQ,AKD / ASA Sizing Agents,,Petrochemicals & Derivatives,Paper sizing agents,combo,1,NA,Liquid,14.0,14.0,,True,Film formation & binding
ELA-SBL-LIQ,SB Latex (Styrene-Butadiene Latex),,Elastomers,Latex dispersions,combo,1,NA,Liquid,12.0,12.0,,True,Film formation & binding
RES-VAERPP-PWD,VAE Redispersible Polymer Powder,,Plastics & Resins,Vinyl acetate-based polymers,combo,1,NA,Powder,14.0,14.0,,True,Film formation & binding
BCI-NAGLUC-PWD,Sodium Gluconate,,Fermentation & Bioprocessing,Fermentation organic acids,combo,1,NA,Powder,13.0,13.0,,True,Scale & corrosion inhibition
SOL-COAL-LIQ,Coalescent (Texanol / TXIB Type),,Solvents,Oxygenated alcohol/ketone,combo,1,NA,Liquid,16.0,16.0,,True,Film formation & binding
SOL-NMP-LIQ,NMP (N-Methyl-2-Pyrrolidone),,Solvents,Polar aprotic solvents,combo,1,NA,Liquid,15.0,15.0,,True,Solvent & carrier
SOL-PGMEA-LIQ,PGMEA (Propylene Glycol Monomethyl Ether Acetate),,Solvents,Oxygenated alcohol/ketone,combo,1,NA,Liquid,14.0,14.0,,True,Solvent & carrier
BCI-H2SO4-ELEC,Electronic-Grade Sulfuric Acid,,Inorganic Chemicals,Inorganic acids,combo,1,NA,Liquid,18.0,18.0,,True,pH adjustment
BCI-NH3-ELEC,Electronic-Grade Ammonia,,Inorganic Chemicals,Electronic & high-purity chemicals,combo,1,NA,Gas / pressurized liquid,18.0,18.0,,True,Base chemical / feedstock
BCI-NABROM-LIQ,Sodium Bromide Brine,,Inorganic Chemicals,Inorganic salts,combo,1,NA,Liquid,14.0,14.0,,True,Base chemical / feedstock
BCI-ZNBROM-LIQ,Zinc Bromide Brine,,Inorganic Chemicals,Inorganic salts,combo,1,NA,Liquid,15.0,15.0,,True,Base chemical / feedstock
OIL-DRA-LIQ,Drag Reducing Agent (DRA),,Plastics & Resins,Flow improvers,combo,1,NA,Liquid,18.0,18.0,,True,Drag reduction / friction reduction
SOL-PINE-LIQ,Pine Oil,,Solvents,Terpene-derived aroma chemicals,combo,1,NA,Liquid,16.0,16.0,,True,"Solvent & carrier,Mineral flotation & extraction"
BCI-NAMBS-PWD,Sodium Metabisulfite,,Inorganic Chemicals,Inorganic salts,combo,1,NA,Powder,13.0,13.0,,True,pH adjustment
BCI-KMNO4-PWD,Potassium Permanganate,,Inorganic Chemicals,Inorganic oxidants,combo,1,NA,Powder,15.0,15.0,,True,Advanced oxidation
CLN-CAHYPO-PWD,Calcium Hypochlorite,,Inorganic Chemicals,Inorganic oxidants,combo,1,NA,Powder,13.0,13.0,,True,Disinfection
POL-HPMC-PWD,HPMC (Hydroxypropyl Methylcellulose),,Water-Soluble Polymers,Cellulose ethers,combo,1,NA,Powder,16.0,16.0,,True,Thickening & rheology
POL-MCC-PWD,Microcrystalline Cellulose (MCC),,Bio-Based Ingredients,Cellulose products,combo,1,NA,Powder,14.0,14.0,,True,Thickening & rheology
FAT-MGST-PWD,Magnesium Stearate,,Oleochemicals,Fatty acids & derivatives,combo,1,NA,Powder,14.0,14.0,,True,Lubrication
BIO-GELA-PWD,Gelatin (Pharma/Food Grade),,Bio-Based Ingredients,Animal proteins,combo,1,GL,Powder,18.0,18.0,,True,Texturising & gelling
BIO-PECT-PWD,Pectin,,Bio-Based Ingredients,Hydrocolloids,combo,1,GL,Powder,20.0,20.0,,True,Texturising & gelling
BIO-CARR-PWD,Carrageenan,,Bio-Based Ingredients,Hydrocolloids,combo,1,GL,Powder,20.0,20.0,,True,Texturising & gelling
BIO-NAALG-PWD,Sodium Alginate,,Bio-Based Ingredients,Hydrocolloids,combo,1,GL,Powder,20.0,20.0,,True,Texturising & gelling
PRES-NABENZ-PWD,Sodium Benzoate,,Biocides & Antimicrobials,Benzoate preservatives,combo,1,NA,Powder,14.0,14.0,,True,Preservation (cosmetic/food)
PRES-KSRB-PWD,Potassium Sorbate,,Biocides & Antimicrobials,Sorbate preservatives,combo,1,NA,Powder,15.0,15.0,,True,Preservation (cosmetic/food)
MIN-MSTARCH-PWD,Modified Starch (Food Grade),,Fermentation & Bioprocessing,Starch & glucose derivatives,combo,1,NA,Powder,12.0,12.0,,True,Texturising & gelling
BCI-LIOH-PWD,Lithium Hydroxide (Spodumene Route),,Industrial Minerals,Lithium minerals,combo,1,GL,Powder,16.0,16.0,,True,Base chemical / feedstock
LUB-PAG-LIQ,PAG (Polyalkylene Glycol),,Fluids & Lubricants,Synthetic base stocks,combo,1,NA,Liquid,16.0,16.0,,True,Base chemical / feedstock
LUB-ESTER-LIQ,Ester Base Stocks (TMP / PE Esters),,Fluids & Lubricants,Synthetic base stocks,combo,1,NA,Liquid,17.0,17.0,,True,Lubrication
AGR-LCHT-TC,Lambda-Cyhalothrin TC,,Crop Protection Chemicals,Pyrethroid insecticides,combo,1,NA,Liquid,18.0,18.0,,True,Crop protection
AGR-THIAMX-TC,Thiamethoxam TC,,Crop Protection Chemicals,Neonicotinoid insecticides,combo,1,NA,Powder,18.0,18.0,,True,Crop protection
AGR-PARAQ-TC,Paraquat TC,,Crop Protection Chemicals,Herbicides,combo,1,NA,Liquid,16.0,16.0,,True,Crop protection
MIN-SOP-GRN,Potassium Sulfate (SOP),,Fertilizers,Potassic fertilizers,combo,1,GL,Granules,12.0,12.0,,True,Animal feed supplementation
BCI-ZNSO4-PWD,Zinc Sulfate,,Inorganic Chemicals,Inorganic salts,combo,1,NA,Powder,13.0,13.0,,True,Animal feed supplementation
BCI-MNSO4-PWD,Manganese Sulfate,,Inorganic Chemicals,Inorganic salts,combo,1,NA,Powder,13.0,13.0,,True,Animal feed supplementation
MIN-PSIL-PWD,Precipitated silica highly dispersible (tire-grade),,Industrial Minerals,Fillers and extenders,combo,4,"APAC,CN,EU,NA",Powder,15.0,15.0,112926-00-8,True,Reinforcement & composites
MIN-XANTH-GRN,Xanthate flotation collector (SIPX/PAX-type),,Inorganic Chemicals,Mining reagents,combo,4,"APAC,CN,EU,NA",Granular/flake,15.0,15.0,140-90-7,True,Mineral flotation & extraction
MIN-AEROPHINE-LIQ,Phosphine-based dithiophosphinate collector (Aerophine-type),,Phosphorus Chemicals,Mining reagents,combo,4,"APAC,EU,LA,NA",Liquid,18.0,18.0,13360-78-6,True,Mineral flotation & extraction
BCI-HF-LIQ,"Hydrofluoric acid (anhydrous/aqueous, industrial grade)",,Inorganic Chemicals,Inorganic acids,combo,4,"APAC,CN,EU,NA",Liquid,15.0,15.0,7664-39-3,True,Base chemical / feedstock
MIN-NDPR-OXD,"Neodymium-Praseodymium oxide (NdPr, magnet-grade)",,Industrial Minerals,Rare earths & specialty oxides,combo,4,"APAC,CN,EU,NA",Powder/oxide,15.0,15.0,12126-39-5,True,Base chemical / feedstock
F10-EHS-LIQ,Ethylhexyl salicylate (PARSOL EHS-type UV filter),,Fine Chemicals & Actives,UV absorbers,combo,3,"CN,EU,NA",Liquid,15.0,15.0,118-60-5,True,UV protection
F10-OCR-LIQ,Octocrylene (PARSOL 340-type UV filter/photostabilizer),,Fine Chemicals & Actives,UV absorbers,combo,3,"CN,EU,NA",Liquid,15.0,15.0,6197-30-4,True,UV protection
F27-CTRL-LIQ,Citral (terpene aroma/vitamin intermediate),,Aroma Chemicals,Petrochemical-derived aroma chemicals,combo,3,"CN,EU,NA",Liquid,15.0,15.0,5392-40-5,True,Fragrance & flavour
F23-CHCL-PWD,Choline chloride (60% corn cob / 70% liquid feed additive),,Petrochemicals & Derivatives,EO derivatives,combo,4,"CN,EU,IN,NA",Powder on carrier/liquid,12.0,12.0,67-48-1,True,Animal feed supplementation
F23-DPAN-LIQ,"D-Panthenol (provitamin B5, cosmetic grade)",,Fine Chemicals & Actives,Vitamins synthetic,combo,3,"CN,EU,NA",Viscous liquid,20.0,20.0,81-13-0,True,Human nutrition & nutraceuticals
SOL-DPG-LIQ,"DPG (dipropylene glycol, fragrance/personal care carrier grade)",,Solvents,Oxygenated alcohol/ketone,combo,4,"APAC,CN,EU,NA",Liquid,15.0,15.0,25265-71-8,True,Solvent & carrier
F10-OMC-LIQ,"Ethylhexyl methoxycinnamate (octinoxate, PARSOL MCX-type)",,Fine Chemicals & Actives,UV absorbers,combo,4,"APAC,CN,EU,NA",Liquid,15.0,15.0,5466-77-3,True,UV protection
F10-HMS-LIQ,Homosalate (PARSOL HMS-type UV filter),,Fine Chemicals & Actives,UV absorbers,combo,2,"EU,NA",Liquid,15.0,15.0,118-56-9,True,UV protection
F10-EHT-PWD,Ethylhexyl triazone (PARSOL EHT-type UV filter),,Fine Chemicals & Actives,UV absorbers,combo,2,"CN,EU",Powder,15.0,15.0,88122-99-0,True,UV protection
F23-BCAR-PWD,"Beta-carotene (synthetic, provitamin A feed/food grade)",,Fine Chemicals & Actives,Carotenoid pigments,combo,3,"CN,EU,NA",Powder/beadlet,20.0,20.0,7235-40-7,True,Animal feed supplementation
F23-ASTA-PWD,"Astaxanthin (feed grade, salmonid/crustacean pigmentation)",,Fine Chemicals & Actives,Carotenoid pigments,combo,3,"APAC,EU,NA",Beadlet (8-10% active),25.0,25.0,472-61-7,True,Animal feed supplementation
F23-HYD3-PWD,"25-Hydroxyvitamin D3 (Hy-D, feed-grade metabolite)",,Fine Chemicals & Actives,Feed vitamins,combo,2,"EU,NA",Crystalline powder in premix/oil,30.0,30.0,19356-17-3,True,Animal feed supplementation
F23-VITK3-PWD,"Vitamin K3 menadione sodium bisulfite (MSB, feed grade)",,Fine Chemicals & Actives,Feed vitamins,combo,2,"CN,EU",Crystalline powder,20.0,20.0,130-37-0,True,Animal feed supplementation
F23-VITB6-PWD,Vitamin B6 pyridoxine hydrochloride (feed grade),,Fine Chemicals & Actives,Feed vitamins,combo,2,"CN,EU",White crystalline powder,20.0,20.0,58-56-0,True,Animal feed supplementation
OLE-IPM-LIQ,Isopropyl myristate (IPM emollient ester),,Oleochemicals,Oleochemical esters,combo,4,"APAC,CN,EU,NA",Liquid,16.0,16.0,110-27-0,True,Emulsification
OLE-CCT-LIQ,Caprylic/capric triglyceride (CCT emollient),,Oleochemicals,Oleochemical esters,combo,3,"APAC,EU,NA",Liquid,18.0,18.0,65381-09-1,True,Emulsification
SUR-SCI-PWD,"Sodium cocoyl isethionate (SCI, premium mild anionic)",,Surfactants,Anionic specialty,combo,4,"CN,EU,IN,NA",White flakes/pellets,22.0,22.0,61789-32-0,True,Surfactancy / primary cleaning
SUR-PS80-LIQ,"Polysorbate 80 (Tween 80, ethoxylated sorbitan ester)",,Oleochemicals,Fatty acids & derivatives,combo,3,"APAC,EU,NA",Amber viscous liquid,18.0,18.0,9005-65-6,True,Emulsification
OLE-CEH-LIQ,Cetyl ethylhexanoate (light emollient ester),,Oleochemicals,Oleochemical esters,combo,3,"APAC,EU,NA",Liquid,16.0,16.0,59130-69-7,True,Emulsification
OLE-ODD-LIQ,Octyldodecanol (branched fatty alcohol emollient),,Oleochemicals,Oleochemical esters,combo,3,"APAC,EU,NA",Liquid,18.0,18.0,5333-42-6,True,Emulsification
OLE-DCC-LIQ,Dicaprylyl carbonate (silicone-alternative emollient),,Oleochemicals,Oleochemical esters,combo,2,"EU,NA",Liquid,18.0,18.0,1680-31-5,True,Emulsification
OLE-C1215AB-LIQ,C12-C15 alkyl benzoate (UV filter solubilizer emollient),,Oleochemicals,Oleochemical esters,combo,3,"APAC,EU,NA",Liquid,18.0,18.0,68411-27-2,True,Emulsification
SUR-SMS-PWD,"Sorbitan monostearate (Span 60, W/O emulsifier)",,Surfactants,Non-ionic ester & glucoside,combo,3,"APAC,EU,NA",Waxy solid,15.0,15.0,1338-41-6,True,Emulsification
SUR-CTG-PWD,"Cetearyl glucoside (bio-based non-ionic emulsifier, Montanov-type)",,Surfactants,Non-ionic ester & glucoside,combo,2,"EU,NA",White waxy pellets,20.0,20.0,68515-73-1,True,Emulsification
SUR-GSSE-PWD,Glyceryl stearate SE (self-emulsifying O/W emulsifier),,Surfactants,Non-ionic ester & glucoside,combo,5,"APAC,CN,EU,IN,NA",White waxy flakes,14.0,14.0,31566-31-1,True,Emulsification
SUR-PGL4-LIQ,Polyglyceryl-4 laurate (premium non-ionic emulsifier),,Surfactants,Non-ionic ester & glucoside,combo,2,"EU,NA",Amber viscous liquid,22.0,22.0,27321-96-6,True,Emulsification
SUR-BTAC-PST,"Behentrimonium chloride (BTAC, dominant cationic hair conditioner)",,Surfactants,Cationic amines & quaternaries,combo,3,"APAC,EU,NA",Off-white waxy paste/solid,20.0,20.0,17301-53-0,True,Conditioning & softening
SUR-CTAC-LIQ,"Cetrimonium chloride (CTAC, common cationic hair conditioning surfactant)",,Surfactants,Cationic amines & quaternaries,combo,4,"APAC,EU,IN,NA",Clear to hazy liquid (25-30% active),18.0,18.0,112-02-7,True,Conditioning & softening
SUR-SLSAR-LIQ,Sodium lauroyl sarcosinate (mild anionic foaming surfactant),,Surfactants,Anionic specialty,combo,3,"APAC,EU,NA",Clear liquid solution (~30% active),20.0,20.0,137-16-6,True,Surfactancy / primary cleaning
F24-PQ10-PWD,"Polyquaternium-10 (PQ-10, cationic conditioning polymer)",,Water-Soluble Polymers,Cationic conditioning polymers,combo,3,"APAC,EU,NA",White to cream powder,24.0,24.0,53568-66-4,True,Conditioning & softening
F23-SALAC-PWD,"Salicylic acid (BHA), cosmetic grade",,Fine Chemicals & Actives,Dermatological actives,combo,4,"CN,EU,IN,NA",White crystalline powder,22.0,22.0,69-72-7,True,Exfoliation & dermatological
F23-GLYAC-LIQ,"Glycolic acid 70% (alpha-hydroxy acid, AHA)",,Fine Chemicals & Actives,Dermatological actives,combo,3,"CN,EU,NA",Clear aqueous solution (70%),22.0,22.0,79-14-1,True,Exfoliation & dermatological
BCI-BENZ-LIQ,"Benzene (BTX aromatic, foundational petrochemical)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,4,"APAC,CN,EU,NA",Liquid,8.0,8.0,71-43-2,True,Base chemical / feedstock
BCI-EO-LIQ,"Ethylene oxide (EO, key EO-derivatives feedstock)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"APAC,EU,NA",Liquid (pressurized),12.0,12.0,75-21-8,True,Base chemical / feedstock
BCI-ACN-LIQ,"Acrylonitrile (AN, ABS/acrylic fiber/NBR feedstock)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,4,"APAC,CN,EU,NA","Liquid, toxic",10.0,10.0,107-13-1,True,Base chemical / feedstock
