combo_id,formula_id,region,assumed_region,form,variant,margin_pct,margin_raw,margin_encoding,volatile,family,subfamily,taxonomy_source,n_lines,weight_total,w_direct,w_proxy,w_unclassified,w_fixed,indexed_pct,priceable_pct,indexed_priceable_pct,coverage_tier,loadable,db_region,basis_currency,basis_incoterm,basis_named_place
PFC-H2O2-50·CN,PFC-H2O2-50,CN,False,Liquid,,12.0,12,percent,False,Inorganic Chemicals,Hydrogen peroxide,combo,5,100.0,40.0,48.0,0.0,12.0,88.0,88.0,100.0,P3,True,,,,
PFC-H2O2-50·NA,PFC-H2O2-50,NA,False,Liquid,,12.0,12,percent,False,Inorganic Chemicals,Hydrogen peroxide,combo,5,100.0,40.0,48.0,0.0,12.0,88.0,88.0,100.0,P3,True,,,,
PFC-H2O2-EG·EU,PFC-H2O2-EG,EU,False,Liquid,,22.0,22,percent,False,Inorganic Chemicals,Hydrogen peroxide,combo,5,100.0,38.0,30.0,0.0,32.0,68.0,68.0,100.0,P2,True,,,,
PFC-H2O2-EG·CN,PFC-H2O2-EG,CN,False,Liquid,,22.0,22,percent,False,Inorganic Chemicals,Hydrogen peroxide,combo,5,100.0,38.0,30.0,0.0,32.0,68.0,68.0,100.0,P2,True,,,,
PFC-H2O2-EG·NA,PFC-H2O2-EG,NA,False,Liquid,,22.0,22,percent,False,Inorganic Chemicals,Hydrogen peroxide,combo,5,100.0,38.0,30.0,0.0,32.0,68.0,68.0,100.0,P2,True,,,,
PFC-DINP-LIQ·EU,PFC-DINP-LIQ,EU,False,Liquid,,11.0,11,percent,False,Petrochemicals & Derivatives,Plasticisers,combo,5,100.0,89.0,0.0,0.0,11.0,89.0,89.0,100.0,P1,True,,,,
PFC-DINP-LIQ·CN,PFC-DINP-LIQ,CN,False,Liquid,,11.0,11,percent,False,Petrochemicals & Derivatives,Plasticisers,combo,5,100.0,19.0,70.0,0.0,11.0,89.0,89.0,100.0,P3,True,,,,
PFC-DINP-LIQ·NA,PFC-DINP-LIQ,NA,False,Liquid,,11.0,11,percent,False,Petrochemicals & Derivatives,Plasticisers,combo,5,100.0,19.0,70.0,0.0,11.0,89.0,89.0,100.0,P3,True,,,,
F21-AVOB-PWD·EU,F21-AVOB-PWD,EU,False,Powder,,24.0,24,percent,False,Fine Chemicals & Actives,UV absorbers,combo,5,100.0,22.0,54.0,0.0,24.0,76.0,76.0,100.0,P3,True,,,,
F21-AVOB-PWD·CN,F21-AVOB-PWD,CN,False,Powder,,24.0,24,percent,False,Fine Chemicals & Actives,UV absorbers,combo,5,100.0,22.0,54.0,0.0,24.0,76.0,76.0,100.0,P3,True,,,,
PIG-FEO-BLK·EU,PIG-FEO-BLK,EU,False,Powder,,11.0,11,percent,False,Pigments & Colorants,Iron oxide pigments,combo,5,100.0,85.0,4.0,0.0,11.0,89.0,89.0,100.0,P2,True,,,,
PIG-FEO-BLK·CN,PIG-FEO-BLK,CN,False,Powder,,11.0,11,percent,False,Pigments & Colorants,Iron oxide pigments,combo,5,100.0,85.0,4.0,0.0,11.0,89.0,89.0,100.0,P2,True,,,,
PIG-FEO-BLK·NA,PIG-FEO-BLK,NA,False,Powder,,11.0,11,percent,False,Pigments & Colorants,Iron oxide pigments,combo,5,100.0,85.0,4.0,0.0,11.0,89.0,89.0,100.0,P2,True,,,,
PIG-FEO-RED·EU,PIG-FEO-RED,EU,False,Powder,,11.0,11,percent,False,Pigments & Colorants,Iron oxide pigments,combo,6,100.0,85.0,4.0,0.0,11.0,89.0,89.0,100.0,P2,True,,,,
PIG-FEO-RED·CN,PIG-FEO-RED,CN,False,Powder,,11.0,11,percent,False,Pigments & Colorants,Iron oxide pigments,combo,6,100.0,85.0,4.0,0.0,11.0,89.0,89.0,100.0,P2,True,,,,
PIG-FEO-RED·NA,PIG-FEO-RED,NA,False,Powder,,11.0,11,percent,False,Pigments & Colorants,Iron oxide pigments,combo,6,100.0,85.0,4.0,0.0,11.0,89.0,89.0,100.0,P2,True,,,,
PIG-FEO-RED·APAC,PIG-FEO-RED,APAC,False,Powder,,11.0,11,percent,False,Pigments & Colorants,Iron oxide pigments,combo,6,100.0,37.0,52.0,0.0,11.0,89.0,89.0,100.0,P3,True,,,,
PIG-FEO-RED·IN,PIG-FEO-RED,IN,False,Powder,,11.0,11,percent,False,Pigments & Colorants,Iron oxide pigments,combo,6,100.0,85.0,4.0,0.0,11.0,89.0,89.0,100.0,P2,True,,,,
PIG-FEO-YEL·EU,PIG-FEO-YEL,EU,False,Powder,,13.0,13,percent,False,Pigments & Colorants,Iron oxide pigments,combo,6,100.0,83.0,4.0,0.0,13.0,87.0,87.0,100.0,P2,True,,,,
PIG-FEO-YEL·CN,PIG-FEO-YEL,CN,False,Powder,,13.0,13,percent,False,Pigments & Colorants,Iron oxide pigments,combo,6,100.0,83.0,4.0,0.0,13.0,87.0,87.0,100.0,P2,True,,,,
PIG-FEO-YEL·NA,PIG-FEO-YEL,NA,False,Powder,,13.0,13,percent,False,Pigments & Colorants,Iron oxide pigments,combo,6,100.0,83.0,4.0,0.0,13.0,87.0,87.0,100.0,P2,True,,,,
PIG-PC-BLU·EU,PIG-PC-BLU,EU,False,Powder,,16.0,16,percent,False,Pigments & Colorants,Organic pigments,combo,7,100.0,80.0,0.0,0.0,20.0,80.0,80.0,100.0,P1,True,,,,
PIG-PC-BLU·CN,PIG-PC-BLU,CN,False,Powder,,16.0,16,percent,False,Pigments & Colorants,Organic pigments,combo,7,100.0,42.0,38.0,0.0,20.0,80.0,80.0,100.0,P2,True,,,,
PIG-PC-BLU·NA,PIG-PC-BLU,NA,False,Powder,,16.0,16,percent,False,Pigments & Colorants,Organic pigments,combo,7,100.0,42.0,38.0,0.0,20.0,80.0,80.0,100.0,P2,True,,,,
PIG-TIO2-CHL·EU,PIG-TIO2-CHL,EU,False,Powder,,15.0,15,percent,True,Pigments & Colorants,Titanium dioxide,combo,7,100.0,52.0,33.0,0.0,15.0,85.0,55.0,64.7,P2,False,,,,
PIG-TIO2-CHL·NA,PIG-TIO2-CHL,NA,False,Powder,,15.0,15,percent,True,Pigments & Colorants,Titanium dioxide,combo,7,100.0,52.0,33.0,0.0,15.0,85.0,55.0,64.7,P2,False,,,,
PIG-TIO2-SUL·EU,PIG-TIO2-SUL,EU,False,Powder,,13.0,13,percent,True,Pigments & Colorants,Titanium dioxide,combo,7,100.0,46.0,41.0,0.0,13.0,87.0,55.0,63.2,P2,False,,,,
PIG-TIO2-SUL·CN,PIG-TIO2-SUL,CN,False,Powder,,13.0,13,percent,True,Pigments & Colorants,Titanium dioxide,combo,7,100.0,46.0,41.0,0.0,13.0,87.0,55.0,63.2,P2,False,,,,
PIG-TIO2-SUL·NA,PIG-TIO2-SUL,NA,False,Powder,,13.0,13,percent,True,Pigments & Colorants,Titanium dioxide,combo,7,100.0,46.0,41.0,0.0,13.0,87.0,55.0,63.2,P2,False,,,,
PIG-TIO2-SUL·APAC,PIG-TIO2-SUL,APAC,False,Powder,,13.0,13,percent,True,Pigments & Colorants,Titanium dioxide,combo,7,100.0,28.0,59.0,0.0,13.0,87.0,55.0,63.2,P3,False,,,,
PIG-TIO2-SUL·IN,PIG-TIO2-SUL,IN,False,Powder,,13.0,13,percent,True,Pigments & Colorants,Titanium dioxide,combo,7,100.0,46.0,41.0,0.0,13.0,87.0,55.0,63.2,P2,False,,,,
PIG-CB-PEL·EU,PIG-CB-PEL,EU,False,Pellets,,11.0,11,percent,False,Pigments & Colorants,Zinc-based and carbon black,combo,5,100.0,89.0,0.0,0.0,11.0,89.0,89.0,100.0,P1,True,,,,
PIG-CB-PEL·CN,PIG-CB-PEL,CN,False,Pellets,,11.0,11,percent,False,Pigments & Colorants,Zinc-based and carbon black,combo,5,100.0,89.0,0.0,0.0,11.0,89.0,89.0,100.0,P1,True,,,,
PIG-CB-PEL·NA,PIG-CB-PEL,NA,False,Pellets,,11.0,11,percent,False,Pigments & Colorants,Zinc-based and carbon black,combo,5,100.0,89.0,0.0,0.0,11.0,89.0,89.0,100.0,P1,True,,,,
PIG-CB-PEL·APAC,PIG-CB-PEL,APAC,False,Pellets,,11.0,11,percent,False,Pigments & Colorants,Zinc-based and carbon black,combo,5,100.0,89.0,0.0,0.0,11.0,89.0,89.0,100.0,P1,True,,,,
PIG-ZNO-PWD·EU,PIG-ZNO-PWD,EU,False,Powder,,12.0,12,percent,False,Pigments & Colorants,Zinc-based and carbon black,combo,5,100.0,88.0,0.0,0.0,12.0,88.0,88.0,100.0,P1,True,,,,
PIG-ZNO-PWD·CN,PIG-ZNO-PWD,CN,False,Powder,,12.0,12,percent,False,Pigments & Colorants,Zinc-based and carbon black,combo,5,100.0,88.0,0.0,0.0,12.0,88.0,88.0,100.0,P1,True,,,,
PIG-ZNO-PWD·NA,PIG-ZNO-PWD,NA,False,Powder,,12.0,12,percent,False,Pigments & Colorants,Zinc-based and carbon black,combo,5,100.0,88.0,0.0,0.0,12.0,88.0,88.0,100.0,P1,True,,,,
PIG-ZNO-PWD·APAC,PIG-ZNO-PWD,APAC,False,Powder,,12.0,12,percent,False,Pigments & Colorants,Zinc-based and carbon black,combo,5,100.0,84.0,4.0,0.0,12.0,88.0,88.0,100.0,P2,True,,,,
PIG-ZNO-PWD·IN,PIG-ZNO-PWD,IN,False,Powder,,12.0,12,percent,False,Pigments & Colorants,Zinc-based and carbon black,combo,5,100.0,84.0,4.0,0.0,12.0,88.0,88.0,100.0,P2,True,,,,
BCI-NA2CO3-PWD·EU,BCI-NA2CO3-PWD,EU,False,Powder,,10.0,10,percent,False,Inorganic Chemicals,Alkalis,combo,6,100.0,80.0,0.0,0.0,20.0,80.0,80.0,100.0,P1,True,,,,
BCI-NA2CO3-PWD·CN,BCI-NA2CO3-PWD,CN,False,Powder,,10.0,10,percent,False,Inorganic Chemicals,Alkalis,combo,6,100.0,80.0,0.0,0.0,20.0,80.0,80.0,100.0,P1,True,,,,
BCI-NA2CO3-PWD·NA,BCI-NA2CO3-PWD,NA,False,Powder,,10.0,10,percent,False,Inorganic Chemicals,Alkalis,combo,6,100.0,80.0,0.0,0.0,20.0,80.0,80.0,100.0,P1,True,,,,
BCI-NA2CO3-PWD·APAC,BCI-NA2CO3-PWD,APAC,False,Powder,,10.0,10,percent,False,Inorganic Chemicals,Alkalis,combo,6,100.0,76.0,4.0,0.0,20.0,80.0,80.0,100.0,P2,True,,,,
BCI-NAOH-FLK·EU,BCI-NAOH-FLK,EU,False,Flake/pearl,,13.0,13,percent,False,Inorganic Chemicals,Alkalis,combo,6,100.0,74.0,8.0,0.0,18.0,82.0,82.0,100.0,P2,True,,,,
BCI-NAOH-FLK·CN,BCI-NAOH-FLK,CN,False,Flake/pearl,,13.0,13,percent,False,Inorganic Chemicals,Alkalis,combo,6,100.0,74.0,8.0,0.0,18.0,82.0,82.0,100.0,P2,True,,,,
BCI-NAOH-FLK·NA,BCI-NAOH-FLK,NA,False,Flake/pearl,,13.0,13,percent,False,Inorganic Chemicals,Alkalis,combo,6,100.0,74.0,8.0,0.0,18.0,82.0,82.0,100.0,P2,True,,,,
BCI-NAOH-FLK·APAC,BCI-NAOH-FLK,APAC,False,Flake/pearl,,13.0,13,percent,False,Inorganic Chemicals,Alkalis,combo,6,100.0,70.0,12.0,0.0,18.0,82.0,82.0,100.0,P2,True,,,,
BCI-NAOH-SOL·EU,BCI-NAOH-SOL,EU,False,Liquid,,12.0,12,percent,False,Inorganic Chemicals,Alkalis,combo,4,100.0,82.0,0.0,0.0,18.0,82.0,82.0,100.0,P1,True,,,,
BCI-NAOH-SOL·CN,BCI-NAOH-SOL,CN,False,Liquid,,12.0,12,percent,False,Inorganic Chemicals,Alkalis,combo,4,100.0,82.0,0.0,0.0,18.0,82.0,82.0,100.0,P1,True,,,,
BCI-NAOH-SOL·NA,BCI-NAOH-SOL,NA,False,Liquid,,12.0,12,percent,False,Inorganic Chemicals,Alkalis,combo,4,100.0,82.0,0.0,0.0,18.0,82.0,82.0,100.0,P1,True,,,,
BCI-NAOH-SOL·APAC,BCI-NAOH-SOL,APAC,False,Liquid,,12.0,12,percent,False,Inorganic Chemicals,Alkalis,combo,4,100.0,82.0,0.0,0.0,18.0,82.0,82.0,100.0,P1,True,,,,
BCI-NAOH-SOL·IN,BCI-NAOH-SOL,IN,False,Liquid,,12.0,12,percent,False,Inorganic Chemicals,Alkalis,combo,4,100.0,82.0,0.0,0.0,18.0,82.0,82.0,100.0,P1,True,,,,
BCI-NAOH-SOL·MEA,BCI-NAOH-SOL,MEA,False,Liquid,,12.0,12,percent,False,Inorganic Chemicals,Alkalis,combo,4,100.0,12.0,70.0,0.0,18.0,82.0,82.0,100.0,P3,True,,,,
BCI-ALUM-GRN·EU,BCI-ALUM-GRN,EU,False,Granular,,11.0,11,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,49.0,40.0,0.0,11.0,89.0,89.0,100.0,P2,True,,,,
BCI-ALUM-GRN·CN,BCI-ALUM-GRN,CN,False,Granular,,11.0,11,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,49.0,40.0,0.0,11.0,89.0,89.0,100.0,P2,True,,,,
BCI-ALUM-GRN·NA,BCI-ALUM-GRN,NA,False,Granular,,11.0,11,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,49.0,40.0,0.0,11.0,89.0,89.0,100.0,P2,True,,,,
BCI-ALUM-GRN·APAC,BCI-ALUM-GRN,APAC,False,Granular,,11.0,11,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,19.0,70.0,0.0,11.0,89.0,89.0,100.0,P3,True,,,,
BCI-ALUM-GRN·IN,BCI-ALUM-GRN,IN,False,Granular,,11.0,11,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,45.0,44.0,0.0,11.0,89.0,89.0,100.0,P2,True,,,,
BCI-ALUM-LIQ·EU,BCI-ALUM-LIQ,EU,False,Liquid,,11.0,11,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,47.0,42.0,0.0,11.0,89.0,89.0,100.0,P2,True,,,,
BCI-ALUM-LIQ·CN,BCI-ALUM-LIQ,CN,False,Liquid,,11.0,11,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,47.0,42.0,0.0,11.0,89.0,89.0,100.0,P2,True,,,,
BCI-ALUM-LIQ·NA,BCI-ALUM-LIQ,NA,False,Liquid,,11.0,11,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,47.0,42.0,0.0,11.0,89.0,89.0,100.0,P2,True,,,,
BCI-ALUM-LIQ·APAC,BCI-ALUM-LIQ,APAC,False,Liquid,,11.0,11,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,19.0,70.0,0.0,11.0,89.0,89.0,100.0,P3,True,,,,
BCI-ALUM-LIQ·IN,BCI-ALUM-LIQ,IN,False,Liquid,,11.0,11,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,47.0,42.0,0.0,11.0,89.0,89.0,100.0,P2,True,,,,
BCI-ALUM-LIQ·MEA,BCI-ALUM-LIQ,MEA,False,Liquid,,11.0,11,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,13.0,76.0,0.0,11.0,89.0,89.0,100.0,P3,True,,,,
BCI-PAC-10·EU,BCI-PAC-10,EU,False,Liquid,,13.0,13,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,24.0,63.0,0.0,13.0,87.0,87.0,100.0,P3,True,,,,
BCI-PAC-10·CN,BCI-PAC-10,CN,False,Liquid,,13.0,13,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,24.0,63.0,0.0,13.0,87.0,87.0,100.0,P3,True,,,,
BCI-PAC-10·NA,BCI-PAC-10,NA,False,Liquid,,13.0,13,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,24.0,63.0,0.0,13.0,87.0,87.0,100.0,P3,True,,,,
BCI-PAC-10·APAC,BCI-PAC-10,APAC,False,Liquid,,13.0,13,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,24.0,63.0,0.0,13.0,87.0,87.0,100.0,P3,True,,,,
BCI-PAC-10·IN,BCI-PAC-10,IN,False,Liquid,,13.0,13,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,24.0,63.0,0.0,13.0,87.0,87.0,100.0,P3,True,,,,
BCI-PAC-10·MEA,BCI-PAC-10,MEA,False,Liquid,,13.0,13,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,17.0,70.0,0.0,13.0,87.0,87.0,100.0,P3,True,,,,
BCI-PAC-18·EU,BCI-PAC-18,EU,False,Liquid,,14.0,14,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,23.0,63.0,0.0,14.0,86.0,86.0,100.0,P3,True,,,,
BCI-PAC-18·CN,BCI-PAC-18,CN,False,Liquid,,14.0,14,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,23.0,63.0,0.0,14.0,86.0,86.0,100.0,P3,True,,,,
BCI-PAC-18·NA,BCI-PAC-18,NA,False,Liquid,,14.0,14,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,23.0,63.0,0.0,14.0,86.0,86.0,100.0,P3,True,,,,
BCI-PAC-18·APAC,BCI-PAC-18,APAC,False,Liquid,,14.0,14,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,23.0,63.0,0.0,14.0,86.0,86.0,100.0,P3,True,,,,
BCI-PAC-18·IN,BCI-PAC-18,IN,False,Liquid,,14.0,14,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,23.0,63.0,0.0,14.0,86.0,86.0,100.0,P3,True,,,,
BCI-PAC-18·MEA,BCI-PAC-18,MEA,False,Liquid,,14.0,14,percent,False,Inorganic Chemicals,Coagulants aluminium,combo,6,100.0,16.0,70.0,0.0,14.0,86.0,86.0,100.0,P3,True,,,,
BCI-FE2SO4-GRN·EU,BCI-FE2SO4-GRN,EU,False,Granular,,10.0,10,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,90.0,0.0,0.0,10.0,90.0,90.0,100.0,P1,True,,,,
BCI-FE2SO4-GRN·CN,BCI-FE2SO4-GRN,CN,False,Granular,,10.0,10,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,90.0,0.0,0.0,10.0,90.0,90.0,100.0,P1,True,,,,
BCI-FE2SO4-GRN·NA,BCI-FE2SO4-GRN,NA,False,Granular,,10.0,10,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,90.0,0.0,0.0,10.0,90.0,90.0,100.0,P1,True,,,,
BCI-FE2SO4-GRN·APAC,BCI-FE2SO4-GRN,APAC,False,Granular,,10.0,10,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,16.0,74.0,0.0,10.0,90.0,90.0,100.0,P3,True,,,,
BCI-FE2SO4-GRN·IN,BCI-FE2SO4-GRN,IN,False,Granular,,10.0,10,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,86.0,4.0,0.0,10.0,90.0,90.0,100.0,P2,True,,,,
BCI-FE2SO4-LIQ·EU,BCI-FE2SO4-LIQ,EU,False,Liquid,,11.0,11,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,84.0,5.0,0.0,11.0,89.0,89.0,100.0,P2,True,,,,
BCI-FE2SO4-LIQ·CN,BCI-FE2SO4-LIQ,CN,False,Liquid,,11.0,11,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,84.0,5.0,0.0,11.0,89.0,89.0,100.0,P2,True,,,,
BCI-FE2SO4-LIQ·NA,BCI-FE2SO4-LIQ,NA,False,Liquid,,11.0,11,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,84.0,5.0,0.0,11.0,89.0,89.0,100.0,P2,True,,,,
BCI-FE2SO4-LIQ·APAC,BCI-FE2SO4-LIQ,APAC,False,Liquid,,11.0,11,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,15.0,74.0,0.0,11.0,89.0,89.0,100.0,P3,True,,,,
BCI-FE2SO4-LIQ·IN,BCI-FE2SO4-LIQ,IN,False,Liquid,,11.0,11,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,84.0,5.0,0.0,11.0,89.0,89.0,100.0,P2,True,,,,
BCI-FE2SO4-LIQ·MEA,BCI-FE2SO4-LIQ,MEA,False,Liquid,,11.0,11,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,8.0,81.0,0.0,11.0,89.0,89.0,100.0,P3,True,,,,
BCI-FECL3-ANH·EU,BCI-FECL3-ANH,EU,False,Solid,,12.0,12,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,54.0,34.0,0.0,12.0,88.0,88.0,100.0,P2,True,,,,
BCI-FECL3-ANH·CN,BCI-FECL3-ANH,CN,False,Solid,,12.0,12,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,54.0,34.0,0.0,12.0,88.0,88.0,100.0,P2,True,,,,
BCI-FECL3-ANH·NA,BCI-FECL3-ANH,NA,False,Solid,,12.0,12,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,54.0,34.0,0.0,12.0,88.0,88.0,100.0,P2,True,,,,
BCI-FECL3-LIQ·EU,BCI-FECL3-LIQ,EU,False,Liquid,,13.0,13,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,47.0,40.0,0.0,13.0,87.0,87.0,100.0,P2,True,,,,
BCI-FECL3-LIQ·CN,BCI-FECL3-LIQ,CN,False,Liquid,,13.0,13,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,47.0,40.0,0.0,13.0,87.0,87.0,100.0,P2,True,,,,
BCI-FECL3-LIQ·NA,BCI-FECL3-LIQ,NA,False,Liquid,,13.0,13,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,47.0,40.0,0.0,13.0,87.0,87.0,100.0,P2,True,,,,
BCI-FECL3-LIQ·APAC,BCI-FECL3-LIQ,APAC,False,Liquid,,13.0,13,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,15.0,72.0,0.0,13.0,87.0,87.0,100.0,P3,True,,,,
BCI-FECL3-LIQ·IN,BCI-FECL3-LIQ,IN,False,Liquid,,13.0,13,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,47.0,40.0,0.0,13.0,87.0,87.0,100.0,P2,True,,,,
BCI-FECL3-LIQ·MEA,BCI-FECL3-LIQ,MEA,False,Liquid,,13.0,13,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,8.0,79.0,0.0,13.0,87.0,87.0,100.0,P3,True,,,,
BCI-FESO4-HEP·EU,BCI-FESO4-HEP,EU,False,Crystal,,9.0,9,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,91.0,0.0,0.0,9.0,91.0,91.0,100.0,P1,True,,,,
BCI-FESO4-HEP·CN,BCI-FESO4-HEP,CN,False,Crystal,,9.0,9,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,91.0,0.0,0.0,9.0,91.0,91.0,100.0,P1,True,,,,
BCI-FESO4-HEP·NA,BCI-FESO4-HEP,NA,False,Crystal,,9.0,9,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,91.0,0.0,0.0,9.0,91.0,91.0,100.0,P1,True,,,,
BCI-FESO4-HEP·APAC,BCI-FESO4-HEP,APAC,False,Crystal,,9.0,9,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,18.0,73.0,0.0,9.0,91.0,91.0,100.0,P3,True,,,,
BCI-FESO4-HEP·IN,BCI-FESO4-HEP,IN,False,Crystal,,9.0,9,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,87.0,4.0,0.0,9.0,91.0,91.0,100.0,P2,True,,,,
BCI-FESO4-MON·EU,BCI-FESO4-MON,EU,False,Powder,,9.0,9,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,91.0,0.0,0.0,9.0,91.0,91.0,100.0,P1,True,,,,
BCI-FESO4-MON·CN,BCI-FESO4-MON,CN,False,Powder,,9.0,9,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,91.0,0.0,0.0,9.0,91.0,91.0,100.0,P1,True,,,,
BCI-FESO4-MON·IN,BCI-FESO4-MON,IN,False,Powder,,9.0,9,percent,False,Inorganic Chemicals,Coagulants iron,combo,6,100.0,87.0,4.0,0.0,9.0,91.0,91.0,100.0,P2,True,,,,
BCI-HCL-EG·EU,BCI-HCL-EG,EU,False,Liquid,,18.0,18,percent,False,Inorganic Chemicals,Electronic & high-purity chemicals,combo,5,100.0,72.0,0.0,0.0,28.0,72.0,72.0,100.0,P1,True,,,,
BCI-HCL-EG·CN,BCI-HCL-EG,CN,False,Liquid,,18.0,18,percent,False,Inorganic Chemicals,Electronic & high-purity chemicals,combo,5,100.0,72.0,0.0,0.0,28.0,72.0,72.0,100.0,P1,True,,,,
BCI-HCL-EG·NA,BCI-HCL-EG,NA,False,Liquid,,18.0,18,percent,False,Inorganic Chemicals,Electronic & high-purity chemicals,combo,5,100.0,72.0,0.0,0.0,28.0,72.0,72.0,100.0,P1,True,,,,
FOD-GLC-SYR·EU,FOD-GLC-SYR,EU,False,Liquid,,9.0,9,percent,False,Fermentation & Bioprocessing,Starch & glucose derivatives,combo,5,100.0,91.0,0.0,0.0,9.0,91.0,91.0,100.0,P1,True,,,,
FOD-GLC-SYR·CN,FOD-GLC-SYR,CN,False,Liquid,,9.0,9,percent,False,Fermentation & Bioprocessing,Starch & glucose derivatives,combo,5,100.0,91.0,0.0,0.0,9.0,91.0,91.0,100.0,P1,True,,,,
FOD-GLC-SYR·NA,FOD-GLC-SYR,NA,False,Liquid,,9.0,9,percent,False,Fermentation & Bioprocessing,Starch & glucose derivatives,combo,5,100.0,91.0,0.0,0.0,9.0,91.0,91.0,100.0,P1,True,,,,
FOD-LACT-LIQ·EU,FOD-LACT-LIQ,EU,False,Liquid,,14.0,14,percent,False,Fermentation & Bioprocessing,Starch & glucose derivatives,combo,4,100.0,86.0,0.0,0.0,14.0,86.0,86.0,100.0,P1,True,,,,
FOD-LACT-LIQ·CN,FOD-LACT-LIQ,CN,False,Liquid,,14.0,14,percent,False,Fermentation & Bioprocessing,Starch & glucose derivatives,combo,4,100.0,86.0,0.0,0.0,14.0,86.0,86.0,100.0,P1,True,,,,
BCI-H2SO4-LIQ·EU,BCI-H2SO4-LIQ,EU,False,Liquid,,10.0,10,percent,False,Inorganic Chemicals,Inorganic acids,combo,5,100.0,28.0,62.0,0.0,10.0,90.0,90.0,100.0,P3,True,,,,
BCI-H2SO4-LIQ·CN,BCI-H2SO4-LIQ,CN,False,Liquid,,10.0,10,percent,False,Inorganic Chemicals,Inorganic acids,combo,5,100.0,28.0,62.0,0.0,10.0,90.0,90.0,100.0,P3,True,,,,
BCI-H2SO4-LIQ·NA,BCI-H2SO4-LIQ,NA,False,Liquid,,10.0,10,percent,False,Inorganic Chemicals,Inorganic acids,combo,5,100.0,28.0,62.0,0.0,10.0,90.0,90.0,100.0,P3,True,,,,
BCI-H2SO4-LIQ·APAC,BCI-H2SO4-LIQ,APAC,False,Liquid,,10.0,10,percent,False,Inorganic Chemicals,Inorganic acids,combo,5,100.0,28.0,62.0,0.0,10.0,90.0,90.0,100.0,P3,True,,,,
BCI-H2SO4-LIQ·IN,BCI-H2SO4-LIQ,IN,False,Liquid,,10.0,10,percent,False,Inorganic Chemicals,Inorganic acids,combo,5,100.0,28.0,62.0,0.0,10.0,90.0,90.0,100.0,P3,True,,,,
